dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,timestamp
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4601152,99.90,PASS,2026-06-05T15:57:12
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4588638,99.63,PASS,2026-06-05T15:57:12
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,2026-06-05T15:57:12
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,2026-06-05T15:57:12
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,2026-06-05T15:57:12
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4598921,99.86,PASS,2026-06-05T15:57:12
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4596871,99.81,PASS,2026-06-05T15:57:12
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,3990479,86.64,WARN,2026-06-05T15:57:12
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.fatca_identification_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,1116,0.02,FAIL,2026-06-05T15:57:12
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29489,29489,100.00,PASS,2026-06-05T15:57:12
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29489,29489,100.00,PASS,2026-06-05T15:57:12
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29497,21093,71.51,WARN,2026-06-05T15:57:12
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.professional_description.fatca_identification_number,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29497,1,0.00,FAIL,2026-06-05T15:57:12
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29497,29497,100.00,PASS,2026-06-05T15:57:12
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29497,29497,100.00,PASS,2026-06-05T15:57:12
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29497,0,0.00,FAIL,2026-06-05T15:57:12
genre,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.gendre,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98079,49764,50.74,FAIL,2026-06-08T10:53:49
date_naissance,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.birthdate,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98079,0,0.00,FAIL,2026-06-08T10:53:49
type_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.main,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91739,91739,100.00,PASS,2026-06-08T10:53:49
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.branch,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91739,91739,100.00,PASS,2026-06-08T10:53:49
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.ape_code,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91739,91739,100.00,PASS,2026-06-08T10:53:49
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,9487807,9407582,99.15,PASS,2026-06-08T10:53:49
code_categorie_socio_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.socioprofessional_category,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4552894,2088017,45.86,FAIL,2026-06-08T10:53:49
situation_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4552894,4552894,100.00,PASS,2026-06-08T10:53:49
code_secteur_professionel,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_sector,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4552894,2088070,45.86,FAIL,2026-06-08T10:53:49
code_profession,VIRTUALISATION.staging-nova-referentieltiers.customer_job.occupation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4552894,2088060,45.86,FAIL,2026-06-08T10:53:49
employeur,VIRTUALISATION.staging-nova-referentieltiers.customer_job.employer,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4552894,1259512,27.66,FAIL,2026-06-08T10:53:49
adresse,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.complete_adress,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8163895,8163895,100.00,PASS,2026-06-08T10:53:49
code_postal,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.zip_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8163895,6955454,85.20,WARN,2026-06-08T10:53:49
code_pays,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.country_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8163895,8162107,99.98,PASS,2026-06-08T10:53:49
code_segment,VIRTUALISATION.staging-nova-referentieltiers.customer_segmentation.segment_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,78,77,98.72,PASS,2026-06-08T10:53:49
type_client,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_type,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4728274,4728274,100.00,PASS,2026-06-08T10:53:49
radical_professional,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29516,29516,100.00,PASS,2026-06-08T10:53:49
codepaysdenationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91147,89954,98.69,PASS,2026-06-08T10:53:49
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91147,89954,98.69,PASS,2026-06-08T10:53:49
codepaysdedomiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91147,91130,99.98,PASS,2026-06-08T10:53:49
code_pays_de_domiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91147,91130,99.98,PASS,2026-06-08T10:53:49
datecreationjuridique,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.creation_date,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91147,89837,98.56,PASS,2026-06-08T10:53:49
raisonsocial,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.corporate_name,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91147,91147,100.00,PASS,2026-06-08T10:53:49
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90246,83356,92.37,PASS,2026-06-08T10:53:49
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90246,82976,91.94,PASS,2026-06-08T10:53:49
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4600617,99.85,PASS,2026-06-08T10:53:49
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4600937,99.86,PASS,2026-06-08T10:53:49
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4598975,99.81,PASS,2026-06-08T10:53:49
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4603164,99.90,PASS,2026-06-08T10:53:49
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4590650,99.63,PASS,2026-06-08T10:53:49
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4605594,99.96,PASS,2026-06-08T10:53:49
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4607610,4605594,99.96,PASS,2026-06-08T10:53:49
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4607610,4605594,99.96,PASS,2026-06-08T10:53:49
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4600936,99.86,PASS,2026-06-08T10:53:49
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,4598886,99.81,PASS,2026-06-08T10:53:49
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4607610,3992481,86.65,WARN,2026-06-08T10:53:49
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29507,29507,100.00,PASS,2026-06-08T10:53:49
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29507,29507,100.00,PASS,2026-06-08T10:53:49
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29515,21111,71.53,WARN,2026-06-08T10:53:49
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29515,29515,100.00,PASS,2026-06-08T10:53:49
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29515,29515,100.00,PASS,2026-06-08T10:53:49
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29515,0,0.00,FAIL,2026-06-08T10:53:49
genre,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.gendre,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98120,49764,50.72,FAIL,2026-06-09T10:36:19
date_naissance,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.birthdate,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98120,0,0.00,FAIL,2026-06-09T10:36:19
type_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.main,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91768,91768,100.00,PASS,2026-06-09T10:36:19
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.branch,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91768,91768,100.00,PASS,2026-06-09T10:36:19
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.ape_code,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91768,91768,100.00,PASS,2026-06-09T10:36:19
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,9490732,9410095,99.15,PASS,2026-06-09T10:36:19
code_categorie_socio_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.socioprofessional_category,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4554822,2088632,45.86,FAIL,2026-06-09T10:36:19
situation_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4554822,4554822,100.00,PASS,2026-06-09T10:36:19
code_secteur_professionel,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_sector,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4554822,2088685,45.86,FAIL,2026-06-09T10:36:19
code_profession,VIRTUALISATION.staging-nova-referentieltiers.customer_job.occupation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4554822,2088675,45.86,FAIL,2026-06-09T10:36:19
employeur,VIRTUALISATION.staging-nova-referentieltiers.customer_job.employer,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4554822,1259681,27.66,FAIL,2026-06-09T10:36:19
adresse,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.complete_adress,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8165900,8165900,100.00,PASS,2026-06-09T10:36:19
code_postal,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.zip_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8165900,6956704,85.19,WARN,2026-06-09T10:36:19
code_ville,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.city,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8165900,8137335,99.65,PASS,2026-06-09T10:36:19
code_pays,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.country_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8165900,8164112,99.98,PASS,2026-06-09T10:36:19
code_segment,VIRTUALISATION.staging-nova-referentieltiers.customer_segmentation.segment_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,78,77,98.72,PASS,2026-06-09T10:36:19
type_client,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_type,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4730251,4730251,100.00,PASS,2026-06-09T10:36:19
radical_professional,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29520,29520,100.00,PASS,2026-06-09T10:36:19
radical_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4609555,4609555,100.00,PASS,2026-06-09T10:36:19
codepaysdenationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91176,89983,98.69,PASS,2026-06-09T10:36:19
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91176,89983,98.69,PASS,2026-06-09T10:36:19
codepaysdedomiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91176,91159,99.98,PASS,2026-06-09T10:36:19
code_pays_de_domiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91176,91159,99.98,PASS,2026-06-09T10:36:19
datecreationjuridique,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.creation_date,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91176,89866,98.56,PASS,2026-06-09T10:36:19
raisonsocial,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.corporate_name,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91176,91176,100.00,PASS,2026-06-09T10:36:19
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90274,83384,92.37,PASS,2026-06-09T10:36:19
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90274,83004,91.95,PASS,2026-06-09T10:36:19
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4602560,99.85,PASS,2026-06-09T10:36:19
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4602880,99.86,PASS,2026-06-09T10:36:19
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4600918,99.81,PASS,2026-06-09T10:36:19
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4605105,99.90,PASS,2026-06-09T10:36:19
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4592591,99.63,PASS,2026-06-09T10:36:19
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4607538,99.96,PASS,2026-06-09T10:36:19
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4609554,4607538,99.96,PASS,2026-06-09T10:36:19
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4609554,4607538,99.96,PASS,2026-06-09T10:36:19
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4602879,99.86,PASS,2026-06-09T10:36:19
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,4600829,99.81,PASS,2026-06-09T10:36:19
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4609554,3994420,86.66,WARN,2026-06-09T10:36:19
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29511,29511,100.00,PASS,2026-06-09T10:36:19
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29511,29511,100.00,PASS,2026-06-09T10:36:19
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29519,21115,71.53,WARN,2026-06-09T10:36:19
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29519,29519,100.00,PASS,2026-06-09T10:36:19
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29519,29519,100.00,PASS,2026-06-09T10:36:19
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29519,0,0.00,FAIL,2026-06-09T10:36:19
